all	80	274908	50390601	0.0054555
all	81	281400	50390601	0.0055844
all	82	285567	50390601	0.0056671
all	83	291519	50390601	0.0057852
all	84	296195	50390601	0.0058780
all	85	301158	50390601	0.0059765
all	86	307558	50390601	0.0061035
all	87	311505	50390601	0.0061818
all	88	316656	50390601	0.0062840
all	89	320169	50390601	0.0063537
all	90	325869	50390601	0.0064669
all	91	329520	50390601	0.0065393
all	92	332616	50390601	0.0066008
all	93	338614	50390601	0.0067198
all	94	343494	50390601	0.0068166
all	95	348075	50390601	0.0069075
all	96	352721	50390601	0.0069997
all	97	357069	50390601	0.0070860
all	98	360898	50390601	0.0071620
all	99	365486	50390601	0.0072531
all	100	368998	50390601	0.0073228
all	101	373260	50390601	0.0074073
all	102	377219	50390601	0.0074859
all	103	379440	50390601	0.0075300
all	104	384364	50390601	0.0076277
all	105	388390	50390601	0.0077076
all	106	392680	50390601	0.0077927
all	107	395548	50390601	0.0078496
all	108	399057	50390601	0.0079193
all	109	403427	50390601	0.0080060
all	110	406326	50390601	0.0080635
all	111	410228	50390601	0.0081410
all	112	412126	50390601	0.0081786
all	113	415044	50390601	0.0082365
all	114	419333	50390601	0.0083217
all	115	420156	50390601	0.0083380
all	116	424886	50390601	0.0084319
all	117	427922	50390601	0.0084921
all	118	429184	50390601	0.0085171
all	119	431579	50390601	0.0085647
all	120	434611	50390601	0.0086248
all	121	436310	50390601	0.0086586
all	122	438550	50390601	0.0087030
all	123	439709	50390601	0.0087260
all	124	442155	50390601	0.0087746
all	125	444006	50390601	0.0088113
all	126	444396	50390601	0.0088190
all	127	445057	50390601	0.0088321
all	128	446875	50390601	0.0088682
all	129	448344	50390601	0.0088974
all	130	448740	50390601	0.0089052
all	131	449420	50390601	0.0089187
all	132	448879	50390601	0.0089080
all	133	451210	50390601	0.0089542
all	134	451007	50390601	0.0089502
all	135	451518	50390601	0.0089604
all	136	449314	50390601	0.0089166
all	137	449645	50390601	0.0089232
all	138	450859	50390601	0.0089473
all	139	451327	50390601	0.0089566
all	140	450392	50390601	0.0089380
all	141	450691	50390601	0.0089439
all	142	448654	50390601	0.0089035
all	143	448161	50390601	0.0088937
all	144	446898	50390601	0.0088687
all	145	447014	50390601	0.0088710
all	146	445345	50390601	0.0088379
all	147	446581	50390601	0.0088624
all	148	444155	50390601	0.0088142
all	149	443056	50390601	0.0087924
all	150	440779	50390601	0.0087472
all	151	439503	50390601	0.0087219
all	152	435884	50390601	0.0086501
all	153	434282	50390601	0.0086183
all	154	432484	50390601	0.0085826
all	155	429179	50390601	0.0085170
all	156	427441	50390601	0.0084826
all	157	424122	50390601	0.0084167
all	158	418843	50390601	0.0083119
all	159	414389	50390601	0.0082235
all	160	410015	50390601	0.0081367
all	161	406943	50390601	0.0080758
all	162	400743	50390601	0.0079527
all	163	396986	50390601	0.0078782
all	164	392995	50390601	0.0077990
all	165	386264	50390601	0.0076654
all	166	382520	50390601	0.0075911
all	167	375014	50390601	0.0074421
all	168	368944	50390601	0.0073217
all	169	362865	50390601	0.0072010
all	170	355303	50390601	0.0070510
all	171	348193	50390601	0.0069099
all	172	340310	50390601	0.0067534
all	173	334026	50390601	0.0066287
all	174	325133	50390601	0.0064523
all	175	315761	50390601	0.0062663
all	176	306512	50390601	0.0060827
all	177	297602	50390601	0.0059059
all	178	285918	50390601	0.0056740
all	179	275993	50390601	0.0054771
all	180	265720	50390601	0.0052732
all	181	254280	50390601	0.0050462
all	182	242703	50390601	0.0048164
all	183	229230	50390601	0.0045491
all	184	216569	50390601	0.0042978
all	185	204377	50390601	0.0040559
all	186	190802	50390601	0.0037865
all	187	177126	50390601	0.0035151
all	188	161737	50390601	0.0032097
all	189	146654	50390601	0.0029103
all	190	133150	50390601	0.0026424
all	191	118682	50390601	0.0023552
all	192	104158	50390601	0.0020670
all	193	90628	50390601	0.0017985
all	194	75249	50390601	0.0014933
all	195	61367	50390601	0.0012178
all	196	48333	50390601	0.0009592
all	197	36921	50390601	0.0007327
all	198	26668	50390601	0.0005292
all	199	18022	50390601	0.0003576
all	200	10817	50390601	0.0002147
all	201	5575	50390601	0.0001106
all	202	2700	50390601	0.0000536
all	203	36	50390601	0.0000007
all	204	8	50390601	0.0000002
all	205	12	50390601	0.0000002
all	206	5	50390601	0.0000001
all	207	6	50390601	0.0000001
all	208	12	50390601	0.0000002
all	209	3	50390601	0.0000001
